url	h1	сегмент ЦА	тип	частота всего	целевая частота	ядро	прошивка (хвост)	комментарий
/tasks	Задачи из обращений: канбан-доска и переписка с клиентом	поддержка,агентство	solution	8541	8541	канбан доска (4409); таск трекер (2279); доска задач канбан (258); канбан доска бесплатно (204)	таск трекер это (392); бесплатный таск трекер (152); канбан доска онлайн (148); колонка доски канбан (128); инструменты канбан доска (106); сделать канбан доску (103); доска канбан в работе (99); канбан доска проектов (95); канбан доска приложение (93); примеры канбан досок (75)	
/alerts/telegram	Алерты о падении сайта в Telegram	все	solution	8866	2480	мониторинг сайта телеграм (3); уведомления в телеграм (6386, размытый); алерты в телеграм (14); телеграм бот для сайта (126)	уведомление в телеграме (1502); бот уведомления в телеграм (156); сайт для телеграм бота (126); уведомление о днях рождения в телеграм (111); настройки уведомлений в телеграм (91); что с уведомлениями в телеграм (80); как в телеграм поставить уведомление (72); пропали уведомления в телеграм (68); перестали приходить уведомления в телеграм (67); как поменять уведомления в телеграм (64)	
/alerts/email	Уведомления о сбоях на email	все	solution	31	31	уведомление о падении сайта (0); смс уведомления о падении сайта (0); оповещение о падении сайта (0)	уведомление оператора персональных данных на сайте роскомнадзора (31)	
/status-page	Статус-страница сервиса: публичный uptime для клиентов	saas,агентство	solution	4716	4716	статус страница (3591); статус страница сервиса (81); status page (0)	статус страницы вк (411); проверить статус страницу (314); узнать статус страницы (93); проверить статус страницы сайта (75); страница статуса для сайта (63); посмотреть статус страницы (53); как получить статус страницы (23); статус страницы 200 (12)	нужен функционал: публичная status-страница
/api	Публичное API Logsy: сессии и события в JSON	разработчик	solution	39	39	api сервиса мониторинга (0); api логирования (0)	json api документация (17); rest api документация на русском (16); мониторинг rest api (6)	
/cookie-banner	Баннер cookie и согласие на обработку данных по 152-ФЗ	владелец,юрист	solution	114408	21188	баннер cookie (0); cookie баннер (0); согласие на обработку персональных данных на сайте (2649); баннер cookie согласия (65)	152 фз персональные данные (31901, размытый); 152 фз о персональных данных (27452, размытый); закон о персональных данных 152 фз (12955, размытый); фз 152 2006 о персональных данных (10401, размытый); федеральный закон 152 фз о персональных данных (9877); 27.07 2006 152 фз о персональных данных (8040, размытый); ст 152 фз о персональных данных (3474); статья 152 фз о персональных данных (2627); образец согласия на обработку персональных данных 2026 (2496); 152 фз о персональных данных год (2471, размытый)	
/sla-reports	Отчёты по доступности и SLA для клиента	агентство,saas	solution	1	1	sla доступность сайта (1); отчет по доступности сайта (0); uptime отчет (0)	—	
/monitoring-from-russia	Проверки из России: серверы и оплата в рублях, данные в РФ	владелец,госсектор	solution	5546	5546	проверка сайта из россии (84); мониторинг сайта российский (0); проверить доступность сайта из другой страны (0); заблокирован сайт проверить (704)	российские системы мониторинга (1388); официальный портал правовой информации российской федерации (840); система мониторинга в российской федерации (772); не работают российские сайты (580); недоступны российские сайты (479); как оплатить claude code из россии (226); сайт российской статистики (191); почему не открываются российские сайты (136); мониторинг цен в российской федерации (107); cursor ai оплата из россии (39)	
/free	Бесплатный мониторинг сайта: тариф навсегда	все	commercial	472	348	мониторинг сайта бесплатно (37); мониторинг серверов бесплатно (124, размытый); мониторинг сайтов бесплатно (0)	мониторинг сервера бесплатно (124); бесплатный seo аудит сайта (42); бесплатные сайты по проверке юридических лиц (39); бесплатный мониторинг сайтов (37); бесплатный сео аудит сайтов (27); бесплатная проверка сайта на вирусы (25); бесплатная проверка seo сайта (12); мониторинг доступности сайта бесплатно (5)	
/pricing	Тарифы Logsy: платите только за нужный объём	все	commercial	96	96	мониторинг сайта цена (0); стоимость мониторинга сайта (0); поддержка сайта тариф (40)	цена аудита сайта (30); сколько стоит аудит сайта (26)	
/for-owners	Logsy для владельцев сайтов: не теряйте заказы из-за сбоев	владелец	segment	55	55	простой сайта убытки (2); потеря заказов из за сайта (0)	проверка владельца домена (46); проверка домена сайта на владельца (7)	
/for-marketers	Logsy для маркетологов: не сливайте рекламный бюджет в сбои	маркетолог	segment	2209	2209	почему сливается рекламный бюджет (0); почему падает конверсия сайта (0); конверсия сайта (2120); аудит рекламных лендингов (0)	рекламные utm метки (39); рекламная воронка продаж (35); utm метки рекламных кампаний (15)	
/for-developers	Logsy для разработчиков: воспроизводите баги прода	разработчик	segment	407	407	как найти причину ошибки на сайте (8); как найти ошибку на сайте (94); воспроизвести баг (0); как собрать баг репорт (0)	воспроизведение сессий (106); отладка сайта (92); отладки сайт (92); режим отладки сайта (15)	
/for-ecommerce	Мониторинг интернет-магазина: корзина, оплата, заявки	ecommerce	segment	8733	8733	мониторинг интернет магазина (62); мониторинг заказов интернет магазина (6); поддержка интернет магазина (1344)	тему интернет магазин (4283); интернет магазин поддержка (1344); мои инструменты интернет магазин (989); мои игрушки интернет магазин (284); ф фишинг интернет магазин (245); cdvpodarok интернет магазин виниловых и компакт дисков (176)	
/for-agencies	Мониторинг сайтов клиентов для веб-студий и агентств	агентство	segment	26	26	мониторинг сайта для агентства (0); техподдержка сайта услуги (22); договор на техподдержку сайта (4)	—	
/for-support	Logsy для службы поддержки: обращение клиента + запись его сессии	поддержка	segment	0	0	сбор фидбека от пользователей (0); обращения пользователей сайта (0)	—	
/for-devops	Logsy для DevOps: лёгкая замена Zabbix для сайтов и API	devops	segment	63832	17	система мониторинга (63815, размытый); мониторинг микросервисов (4); apm мониторинг (9); мониторинг после деплоя (1)	деплой сайта на vercel (3)	
/for-saas	Мониторинг SaaS-сервиса: доступность, инциденты, статус-страница	saas	segment	0	0	мониторинг saas (0); инцидент менеджмент (0)	—	
/for-freelancers	Мониторинг сайтов для фрилансеров и вебмастеров	фрилансер	segment	364	364	мониторинг сайтов вебмастеру (0); вебмастер инструменты (0)	вебмастер яндекс метрика (248); yandex вебмастер (105); фриланса вайбкодинг (11)	
/for-media	Мониторинг контентного сайта: доступность и скорость под трафиком	медиа	segment	48	48	нагрузочное тестирование сайта (48); сайт не выдерживает нагрузку (0)	—	
/for-enterprise	Мониторинг сайтов для крупных компаний: данные в РФ, 152-ФЗ	госсектор,enterprise	segment	0	0	импортозамещение мониторинга (0); мониторинг сайтов российский сервис (0)	—	
/for-bitrix-integrators	Мониторинг сайтов на 1С-Битрикс для интеграторов	агентство,битрикс	segment	49	49	мониторинг битрикс (49); 1с битрикс мониторинг (0)	—	
/tools	Бесплатные инструменты проверки сайта	все	tool	805241	4276	проверить сайт (411111, размытый); проверка сайта (374498, размытый); проверить сайт онлайн (15356, размытый); проверить сайт онлайн бесплатно (3408)	проверить сайт на безопасность онлайн (156); проверить сайт по ссылке онлайн (134); сайт проверить задолженность онлайн (125); проверить сайт на работоспособность онлайн (106); проверить сайт на безопасность онлайн по ссылке (51); проверить сайт на https онлайн (48); проверить сайт на оптимизацию онлайн (42); проверить сайт на битые ссылки (39); проверить сайт аудит (36); проверить сайт на сео оптимизацию онлайн (35); проверить сайт в браузерах онлайн (28); проверить сайт на фишинг онлайн (24); сайт проверить по штрих коду онлайн (24); проверка сайта на seo оптимизацию онлайн (20)	
/tools/availability	Проверка доступности сайта онлайн	все	tool	1431	1431	проверка доступности сайта онлайн (298); проверить работает ли сайт (532); проверка сайта на доступность онлайн (35); как узнать что сайт упал (0)	проверить доступность сайта онлайн (259); проверка доступности сайта из разных стран (69); сервис проверки доступности сайта (50); мониторинг работоспособности сайта (31); проверить работает ли сайт в россии (25); проверить работает ли сайт онлайн (24); curl проверка доступности сайта (21); проверка доступности сайта в россии (17); недоступен сайт живого журнала (16); проверка доступности сайта из рф (14); сервис мониторинга доступности сайта (13); zabbix проверка доступности сайта (10); проверка доступности сайта из россии (9); zabbix мониторинг доступности сайта (8)	
/tools/ssl	Проверка SSL-сертификата сайта онлайн	все	tool	3184	3184	проверка подлинности ssl сертификата (723); ошибка при проверке ssl сертификата (996); проверить сертификат сайта (0)	ошибка проверки сертификата ssl что делать (248); отключить проверку ssl сертификата (143); проверить сертификат сайта онлайн (135); что значит проверка ssl сертификата (127); ошибка при проверке ssl сертификата рсхб (103); проверить ssl сайта онлайн (100); проверить ssl сертификат сайта онлайн (99); что значит ошибка при проверке ssl сертификата (93); проверка работы ssl сертификата (86); ошибка проверки сертификата при работе с ssl (80); проверка ssl сертификата онлайн (79); при проверке ssl сертификата произошла ошибка (68); ошибка проверки ssl сертификата локо банк (57); что означает ошибка при проверке ssl сертификата (47)	
/tools/whois	Whois домена: владелец, регистратор, дата окончания	все	tool	5738	5738	whois домена (1003); проверить занятость домена (888); проверить домен на занятость (1195); проверить доменное имя (1043); проверить историю домена (112)	проверить whois домена (374); whois сервис домена (321); whois сервис проверить домен (277); whois проверка домена (117); информация о домене whois (71); данные whois домена (71); whois ru домен (68); whois владелец домена (37); проверить домен на занятость во всех зонах (35); проверить домен на занятость ru (34); домен регистрация whois (25); whois ru проверка домена (23); whois история домена (22); история домена проверить бесплатно (22)	
/tools/dns	Проверка DNS-записей домена: A, MX, TXT, NS	разработчик,devops	tool	6108	6108	проверка dns записей (437); проверить mx записи (0); проверка записей домена (768); dns сервер не отвечает (3494)	dns не работает сайт (313); проверка dns домена (283); проверка dns записей домена (194); проверить mx запись домена (109); проверка txt записей домена (103); проверка mx домена (90); проверка mx записей домена (85); ошибка соединения с dns сервером (53); сайт dns недоступен (45); логи dns сервера (30); проверка txt записей dns (30); проверка ns записей домена (27); проверка dns записей онлайн (24); почему не открывается сайт dns (23)	
/tools/http-headers	Проверка заголовков ответа и кода ответа сервера	разработчик	tool	19438	636	заголовки ответа сервера (79); проверить код ответа сервера (65); проверить заголовки сайта онлайн (3); http error (18802, размытый)	ошибка status code 500 (182); request failed with status code 403 claude (107); ошибка request failed with status code 500 (73); ошибка request failed with status code 502 (65); ошибка http status code 401 unauthorized (47); http заголовки ответа сервера (15)	
/tools/ping	Пинг сайта онлайн: доступность и время отклика	все	tool	16430	2083	пинг сайта (1278); проверить пинг до сайта (73); трассировка до сайта (148); проверить открыт ли порт (0)	пинг сервера (14347, размытый); проверить пинг сайта (195); пинг сайта онлайн (80); сайт для проверки пинга (75); как сделать трассировку до сайта (62); пинг через сайт (49); сделать пинг сайта (25); пинг тест сайта (24); пинг сайта через командную строку (15); узнать пинг сайта (14); проверить пинг сайта онлайн (13); пинг есть сайты не открываются (13); трассировка маршрута до сайта (10); сайт для теста пинга (9)	
/tools/ip	IP-адрес и хостинг сайта: узнать по домену	все	tool	706	706	проверить ip адрес сайта (199); проверить хостинг сайта (154); проверка хостинга (239); узнать хостинг сайта (0)	проверка хостинга сайта (69); проверить на каком хостинге сайт (21); проверить хостинг сайта по домену (14); проверка хостинга сайта по домену (6); как проверить на каком хостинге находится сайт (4)	
/tools/broken-links	Проверка сайта на битые ссылки онлайн	маркетолог,seo	tool	217	217	битые ссылки на сайте (123); проверка сайта на битые ссылки онлайн (10); проверить 404 ошибки на сайте (12)	проверка битых ссылок на сайте (24); битые ссылки на сайте онлайн (23); найти битые ссылки на сайте (15); проверка битых ссылок на сайте онлайн (10)	
/tools/redirects	Проверка редиректов и цепочек переадресаций	seo,разработчик	tool	6043	6043	проверить редиректы (167); слишком много переадресаций (0); проверка редиректов онлайн (0)	сайт переадресация слишком много раз (4152); редирект это (741); редирект что это (287); что такое редирект (236); проверка редиректов (220); проверить редирект (167); проверить редирект сайта (35); проверить редирект онлайн (18); проверить 301 редирект (12); проверить редирект ссылки (8)	
/tools/sitemap	Проверка sitemap.xml и карта страниц сайта	seo	tool	197349	3397	проверка sitemap xml (23); карта сайта xml (0); sitemap xml (0); карта сайта (193952, размытый)	карта сайта онлайн (3367); проверка sitemap xml онлайн (7)	
/tools/robots	Проверка и генератор robots.txt	seo	tool	100	100	проверка robots txt (58); генератор robots txt (14); robots txt (0)	файл robots txt проверка (21); проверка robots txt яндекс вебмастер (7)	
/tools/meta-tags	Проверка мета-тегов: title, description, og	seo,маркетолог	tool	992	992	проверка мета тегов (35); проверить title и description (0); микроразметка проверка (0)	проверка микроразметки (576); проверить микроразметку (353); проверка мета тегов онлайн (20); проверить мета теги сайта онлайн (8)	
/tools/mobile	Проверка сайта на мобильных устройствах	владелец,маркетолог	tool	2227	2227	проверить сайт на мобильных (260); проверить адаптивность сайта (67); скорость мобильной версии сайта (13)	мобильный интернет не работают сайты (811); мониторинг мобильного приложения (260); мобильное приложение мониторинг (260); почему с мобильного интернета не открываются сайты (162); почему через мобильный интернет не открываются сайты (157); почему на планшете не открываются сайты (83); мобильное приложение умный мониторинг (46); скорость загрузки мобильного сайта (42); мобильное приложение для мониторинга здоровья (27); проверить адаптивность сайта онлайн (11); приложение для мониторинга мобильной сети (11); проверить мобильную версию сайта онлайн (9); проверить сайт на адаптивность к мобильным устройствам (8)	
/tools/js-errors	Проверка страницы на JS-ошибки онлайн	разработчик	tool	22596	2965	проверить страницу на ошибки js (0); консоль браузера ошибки (712); как посмотреть ошибки на сайте (39); ошибки онлайн проверка (19631, размытый)	cyberpunk 2077 консольные команды (1114); консоль ошибок браузера (712); ошибка 403 в браузере (82); ошибка 500 в браузере (52); почему вылезает ошибка 429 в браузере (50); ошибка 502 в браузере (49); лог консоли сервера (39); консоль ошибок браузера яндекс (28); ошибка javascript в браузерах (21); как открыть консоль ошибок браузера (19); как убрать ошибку в консоли браузера (14); 401 ошибка браузера (14); консоль ошибок javascript (10); что означает ошибка 502 в браузере (10)	
/tools/utm-builder	Генератор UTM-метки для рекламы	маркетолог	tool	17138	17138	генератор utm метки (1539); генератор utm меток (1539); utm метки (9470); utm метка (0)	utm метки директ (667); utm метка создать (638); сделать utm метку (492); utm метка для яндекс (373); utm метки метрика (354); генератор utm меток тильда (344); utm метки в яндекс директ (273); utm яндекс метрика (267); utm метки сайта (238); добавить utm метку (227); utm метки яндекс метрика (211); параметры utm меток (173); отследить utm метку (168); генератор utm меток яндекс (165)	
/tools/cookie-generator	Генератор баннера cookie для сайта	владелец	tool	0	0	генератор баннера cookie (0); код баннера cookie (0)	—	
/tools/html-validator	Валидатор HTML-разметки страницы	разработчик	tool	17651	17651	html валидатор (244); валидатор html онлайн (0); проверка валидности html (0)	валидация это (13682); валидация что это простыми словами (2797); ошибка валидации что это значит (355); валидация данных это (272); валидатор html (244); валидатор кода html (35); html валидатор онлайн (12); валидаторы html css (5); w3c валидатор html (5)	
/tools/index-check	Проверка индексации сайта в Яндексе и Google	seo	tool	234	234	проверить индексацию сайта (170); проверить индексацию страниц (0)	проверить индексацию сайта в гугл (14); как проверить индексацию сайта в яндексе (14); проверить индексацию сайта поисковых (13); проверить индексацию сайта в поисковых системах (10); проверить сайт на индексацию в поисковиках (5); проверить открыт ли сайт для индексации (4); проверить индексацию страниц сайта (4)	
/tools/gzip	Проверка сжатия gzip/brotli и кэширования	разработчик	tool	9	9	проверить сжатие gzip (0); проверка кэширования сайта (0)	проверить сайт на кэширование онлайн (9)	
/tools/blocked	Проверка блокировки сайта: РКН, регионы, VPN	владелец	tool	49439	33770	сайт не работает с vpn (130); проверить сайт заблокирован ли (0)	реестр операторов персональных данных роскомнадзора (9937, размытый); роскомнадзор реестр операторов персональных данных (9937); роскомнадзор уведомление об обработке персональных данных (8416); роскомнадзор это (5732, размытый); даркнет сайт (5488); роскомнадзор что это (2360); роскомнадзор подать уведомление об обработке персональных данных (1918); роскомнадзор обращение (1627); обращение в роскомнадзор (940); роскомнадзор проверить оператора (745); образец уведомления роскомнадзора об обработке персональных данных (629); vpn не работает сайт (590); роскомнадзор проверка сайта (503); сайт роскомнадзора операторов персональных данных (487)	
/tools/security-scan	Проверка сайта на признаки взлома и небезопасные скрипты	владелец	tool	13959	3844	проверка сайта на вирусы (8813, размытый); проверить сайт на мошенничество (1302, размытый)	сайт для проверки файлов на вирусы (1228); проверка сайта на вирусы онлайн (677); проверить сайт на вирусы онлайн (443); проверить сайт на мошенничество онлайн (407); проверить ссылку на сайт на мошенничество (244); проверить сайт на безопасность и мошенничество (213); проверка сайта на вирусы по ссылке (128); проверить сайт на мошенничество бесплатно (113); проверка сайта на наличие вирусов (91); аудит безопасности сайта (78); проверить сайт на мошенников онлайн (68); как проверить сайт на мошенничество онлайн бесплатно (55); мониторинг безопасности сайтов (52); сайт для проверки файлов на вирусы онлайн (47)	нужен функционал: в скане уже есть внешние скрипты и mixed content — оформить как отчёт
/errors/500	Ошибка 500 Internal Server Error: причины и что делать	все	info	53981	29881	ошибка 500 (24100, размытый); error 500 (8805); 500 internal server error (3225); код ошибки 500 (3097); ошибка сервера 500 (0)	http error 500 (2547); 500 ошибка сервера (2323); что означает ошибка 500 (1101); ошибка 500 1 (1090); ошибка 500 internal (946); ошибка 500 internal error (926); ошибка 500 internal server (885); ошибка 500 internal server error (868); ошибка 500 на сайте что это (834); внутренняя ошибка 500 (762); ошибка 500 что это значит (682); ошибка 500 на сайте что это означает (620); ошибка запроса 500 (588); ошибка 1 500 7 (582)	
/errors/502	Ошибка 502 Bad Gateway: как найти и починить	все	info	49860	30116	ошибка 502 (19744, размытый); ошибка 502 bad gateway (4947); 502 bad gateway (0); error 502 (2822); 502 bad gateway что делать nginx (16)	ошибка 502 bad (5007); ошибка 502 gateway (4996); ошибка 502 что значит (3098); ошибка 502 bad gateway что значит (1573); что за ошибка 502 (1399); 502 ошибка сервера (1047); код ошибки 502 (932); http error 502 (767); ошибка http 502 bad gateway (676); happ ошибка 502 (612); что означает ошибка 502 (593); ошибка сервера 502 bad gateway (591); 502 ошибка сайта что это (554); ошибка 502 при открытии (486)	
/errors/503	Ошибка 503 Service Unavailable: сервис недоступен	все	info	11406	1609	ошибка 503 (9797, размытый); 503 service unavailable (0); error 503 (0)	http error 503 (706); ошибка 503 что значит (609); ошибка 503 что это значит (164); 503 ошибка сервера что это (108); ошибка 502 и 503 (22)	
/errors/504	Ошибка 504 Gateway Timeout: сервер не ответил вовремя	все	info	16085	7194	ошибка 504 (8891, размытый); 504 gateway timeout (0); 504 gateway time out что делать (0)	ошибка 504 gateway (962); error 504 (899); 504 ошибка что это (851); ошибка 504 time out (759); ошибка 504 gateway time out (746); код ошибки 504 (574); 504 ошибка что это значит (430); что означает ошибка 504 (404); http 504 что за ошибка (325); ошибка 504 на сайте (311); 504 ошибка сервера (275); ошибка 504 гранта (250); стандофф ошибка 504 (204); ошибка 504 что делать (204)	
/errors/403	Ошибка 403 Forbidden: доступ запрещён	все	info	54991	21723	ошибка 403 (33268, размытый); код ошибки 403 (2820); 403 forbidden (0); ошибка 403 forbidden (0)	ошибка 403 что значит (2729); ошибка сервера 403 (2285); 403 ошибка на сайте (1764); ошибка сервера 403 forbidden (1655); ошибка http 403 (1487); http error 403 (1434); как исправить ошибку 403 (1189); ошибка 403 что делать (1180); выдает ошибку 403 (979); что означает ошибка 403 (974); ошибка запроса 403 (840); почему ошибка 403 (805); ошибка 403 api (804); deviantart ошибка 403 (778)	
/errors/404	Ошибка 404 Not Found: страница не найдена	все	info	26305	816	ошибка 404 (25489, размытый); 404 not found (0); страница не найдена (0)	что за ошибка 404 (762); статус страницы 404 (26); ошибка 404 502 (19); проверка сайта на 404 ошибки онлайн (9)	
/errors/400	Ошибка 400 Bad Request: некорректный запрос	все	info	21416	1769	ошибка 400 (19647, размытый); 400 bad request (0)	http error 400 (1488); ошибка 400 что это значит (281)	
/errors/401	Ошибка 401 Unauthorized: требуется авторизация	все	info	10006	3369	ошибка 401 (6637, размытый); 401 unauthorized (0)	код ошибки 401 (742); 401 http ошибка (672); ошибка сервера 401 (278); http коды ошибок 401 (245); ошибка 401 что это значит (227); 401 ошибка авторизации (196); api ошибка 401 (184); ошибка запроса 401 (170); ошибка 401 исправить (138); ошибка 401 что делать (124); ошибка приложения 401 (107); ошибка входа 401 (101); что означает ошибка 401 (93); ошибка сайта 401 (92)	
/errors/429	Ошибка 429 Too Many Requests: слишком много запросов	все	info	12022	5264	ошибка 429 (6758, размытый); 429 too many requests (0)	error 429 (1232); яндекс ошибка 429 (1159); код ошибки 429 (595); ошибка запроса 429 (354); ошибка 429 как исправить (305); 429 ошибка на сайте (257); ошибка 429 too many requests (233); ошибка 429 яндекс как исправить (178); ошибка 429 в браузере (175); 429 ошибка много запросов (167); почему ошибка 429 (162); ошибка 429 слишком много запросов (157); ошибка 429 error (154); ошибка api 429 (136)	
/errors/501	Ошибка 501 Not Implemented	все	info	4044	0	ошибка 501 (4044, размытый)	—	
/errors/505	Ошибка 505 HTTP Version Not Supported	все	info	1120	0	ошибка 505 (1120, размытый)	—	
